Systematic || Standard	cbf1_dmet6_t0	cbf1_dmet6_t2.5	cbf1_dmet6_t5	cbf1_dmet6_t15	cbf1_dmet6_t30	cbf1_dmet6_t45	cbf1_dmet6_t60	cbf1_dmet6_t90	met31_dmet6_t0	met31_dmet6_t2.5	met31_dmet6_t5	met31_dmet6_t15	met31_dmet6_t30	met31_dmet6_t45	met31_dmet6_t60	met31_dmet6_t90	met32_dmet6_t0	met32_dmet6_t2.5	met32_dmet6_t5	met32_dmet6_t15	met32_dmet6_t30	met32_dmet6_t45	met32_dmet6_t60	met32_dmet6_t90	met28_dmet6_t0	met28_dmet6_t2.5	met28_dmet6_t5	met28_dmet6_t15	met28_dmet6_t30	met28_dmet6_t45	met28_dmet6_t60	met28_dmet6_t90	met4_dmet6_t0	met4_dmet6_t2.5	met4_dmet6_t5	met4_dmet6_t15	met4_dmet6_t30	met4_dmet6_t45	met4_dmet6_t60	met4_dmet6_t90	wt_dmet6_t0	wt_dmet6_t2.5	wt_dmet6_t5	wt_dmet6_t15	wt_dmet6_t30	wt_dmet6_t45	wt_dmet6_t60	wt_dmet6_t90
YLL055W || YCT1	0	-0.178028	0.155232	-0.297189	-0.414961	-0.978075	-1.682845	-2.277851	0	0.122132	0.187203	-0.069834	-0.493022	-0.955594	-1.320776	-2.011087	0	0.352829	0.292297	1.910441	2.451242	2.473622	2.409018	2.511412	0	0.085204	0.207997	-0.217968	-0.51619	-0.951861	-1.299889	-1.517598	0	0.011465	0.082003	0.815386	1.480026	2.647798	3.673467	4.119611	0	0	0	0	0	0	0	0
YOL164W || BDS1	0	-0.109452	-0.166409	-0.300022	-0.194893	-0.740746	-1.634207	-2.185431	0	-0.056465	-0.224885	-0.181633	-0.522613	-0.865377	-1.409266	-1.968208	0	0.133766	0.111142	1.3621	2.670061	2.76429	2.65735	2.486216	0	0.05377	-0.06826	-0.168498	-0.719439	-1.013388	-1.3042	-1.636289	0	-0.0287	0.025124	0.22793	0.945883	2.14768	3.032256	3.68968	0	0	0	0	0	0	0	0
YFL055W || AGP3	0	-0.010573	0.023315	-0.398002	-0.86278	-1.485799	-2.401113	-2.753882	0	0.476165	0.40636	0.202245	-0.376963	-0.992777	-1.509656	-2.463175	0	0.191143	0.09025	0.689346	2.948171	3.431533	3.533846	3.692444	0	0.232578	0.132277	-0.002823	-0.633345	-1.181921	-1.662981	-1.814806	0	-0.089903	-0.072932	-0.216175	0.715042	2.191814	3.404773	4.417984	0	0	0	0	0	0	0	0
YOL162W || YOL162W	0	-0.243125	-0.180137	-0.330193	-0.618086	-1.340116	-2.007446	-2.254864	0	0.264924	0.286894	0.270412	0.00445	-0.437732	-0.704319	-1.361111	0	0.14434	0.242576	1.503505	2.696867	2.845126	2.934723	2.899563	0	-0.129278	-0.262247	-0.45716	-1.012777	-1.25147	-1.695024	-1.782652	0	-0.06662	0.107124	0.180891	1.038275	1.922207	2.510778	3.066374	0	0	0	0	0	0	0	0
YOL163W || YOL163W	0	-0.199074	-0.064791	-0.338993	-0.897274	-1.533941	-2.162492	-2.524357	0	0.260544	0.163591	0.026858	-0.23595	-0.681773	-0.951348	-1.649726	0	0.32334	0.269859	2.173229	3.181067	3.242331	3.293296	3.225313	0	-0.215336	-0.229953	-0.613526	-1.210201	-1.431659	-1.794218	-1.98524	0	0.031464	0.082761	0.488104	1.073715	2.059772	2.705706	3.498818	0	0	0	0	0	0	0	0
YBR292C || YBR292C	0	-0.084481	-0.144501	-0.111621	-0.05435	-0.258837	-0.44142	-0.331247	0	0.318728	0.330721	0.364712	0.159182	0.132614	0.17605	0.183663	0	0.064883	0.162841	0.118958	0.358192	0.396809	0.365278	0.40582	0	0.076076	-0.047387	-0.213279	-0.237553	-0.131379	-0.758502	-0.799211	0	0.056168	0.233316	0.164478	0.212476	0.331066	0.398691	0.406981	0	0	0	0	0	0	0	0
YAL061W || BDH2	0	0.065814	0.221256	-0.009527	0.040382	-0.234294	-0.259681	-0.195955	0	0.05184	0.121946	-0.090596	-0.154673	-0.180387	-0.30214	-0.408611	0	-0.029972	0.018736	0.046975	0.282857	0.453961	0.447133	0.488963	0	0.176254	0.161609	-0.136001	-0.262826	-0.406551	-0.484094	-0.596207	0	-0.018356	0.068191	0.010602	0.009096	0.04002	0.518471	1.121168	0	0	0	0	0	0	0	0
YBR293W || VBA2	0	-0.212844	-0.231356	0.086577	0.202733	-0.001679	-0.154789	-0.295564	0	-0.023802	-0.086722	-0.071251	-0.248073	-0.347327	-0.512077	-0.722483	0	0.427693	0.369083	0.637247	0.664726	0.730598	0.669757	0.708536	0	-0.054063	-0.056311	-0.20483	-0.350841	-0.504864	-0.558605	-0.606043	0	-0.03901	-0.104302	0.0822	-0.04392	0.274913	0.573635	1.049469	0	0	0	0	0	0	0	0
YBR011C || IPP1	0	0.011417	0.028865	0.051024	0.113661	-0.037266	-0.484127	-0.837702	0	0.033605	-0.113398	-0.129645	-0.202715	-0.104244	-0.138982	-0.105023	0	0.063578	-0.042906	0.623829	0.229483	0.323162	0.435496	0.442249	0	0.231996	0.085663	0.024572	0.052863	-0.049071	-0.20684	-0.479985	0	-0.037133	-0.01144	0.006238	0.252046	0.619845	1.009372	1.535572	0	0	0	0	0	0	0	0
YHR183W || GND1	0	0.134544	0.075615	0.087715	0.517097	0.574273	0.176243	-0.654771	0	0.050589	-0.135178	-0.142436	-0.344836	-0.477074	-0.573664	-0.782771	0	0.129605	0.019313	0.360543	0.289655	0.30918	0.312483	0.29289	0	0.046632	0.069448	-0.126105	-0.309573	-0.464337	-0.638365	-0.890477	0	-0.038794	-0.132321	0.093302	0.357418	0.771541	1.095392	1.888137	0	0	0	0	0	0	0	0
YNL202W || SPS19	0	-0.102839	-0.074084	0.205327	0.106636	-0.026053	-0.232253	-0.441905	0	-0.171973	-0.206057	-0.162424	-0.303536	-0.250267	-0.187658	-0.274685	0	0.242572	0.12318	0.247495	0.102536	0.149605	0.248144	0.142703	0	0.051566	-0.016392	0.093366	-0.02994	-0.219206	-0.353188	-0.532835	0	0.003629	-0.04572	0.131246	0.168626	0.347196	0.49943	0.867951	0	0	0	0	0	0	0	0
YER060W || FCY21	0	-0.082409	-0.069026	0.001664	0.040544	0.186521	0.221377	0.053711	0	-0.112866	-0.127481	-0.298577	-0.200382	-0.236484	-0.148213	-0.151966	0	0.382171	0.310037	0.08708	0.195719	0.294663	0.207637	0.330973	0	0.036145	0.028294	-0.087	-0.17001	-0.248262	-0.333598	-0.272401	0	0.048748	0.134389	-0.059966	-0.046549	0.238956	0.461772	0.72674	0	0	0	0	0	0	0	0
YLL056C || YLL056C	0	-0.013653	-0.023449	-0.210636	-0.051206	-0.035936	-0.102175	-0.63389	0	0.035525	-0.074368	-0.076278	-0.122959	-0.174709	-0.413171	-0.541841	0	0.040009	0.027768	0.160314	0.234081	0.333714	0.481251	0.388405	0	0.010289	-0.112173	-0.055732	0.055699	-0.058017	0.076666	0.10069	0	-0.044819	-0.219965	-0.11961	-0.177382	-0.073961	0.083879	0.332398	0	0	0	0	0	0	0	0
YFR044C || DUG1	0	-0.192618	-0.161095	-0.105419	-0.106443	-0.070412	-0.226155	-0.54365	0	-0.071179	-0.120199	-0.243206	-0.186834	-0.290073	-0.242005	-0.396881	0	0.184749	0.042506	0.207349	0.178389	0.285304	0.176395	0.38683	0	-0.064515	-0.181106	-0.195986	-0.108507	0.08696	-0.183256	-0.257988	0	-0.040043	-0.121503	-0.073759	0.135218	0.335099	0.277478	0.476293	0	0	0	0	0	0	0	0
YLR231C || BNA5	0	-0.132942	-0.079311	-0.031002	-0.005341	-0.057364	-0.011376	-0.224181	0	-0.111502	-0.128978	-0.111341	-0.110924	-0.164384	-0.197729	-0.365333	0	0.13219	0.003134	0.254195	0.138906	0.263912	0.243961	0.137114	0	-0.003924	-0.105903	0.053027	-0.007324	0.018351	-0.084614	-0.176988	0	-0.024954	-0.122048	-0.035808	0.085251	0.015194	0.239066	0.369635	0	0	0	0	0	0	0	0
YAR029W || YAR029W	0	-0.013751	-0.020335	0.076412	-0.073746	-0.136198	-0.199893	0.129076	0	-0.008075	-0.044464	-0.008908	-0.097234	0.009049	-0.093117	0.158792	0	0.150965	0.067652	0.318086	0.134507	0.197675	0.060992	0.095346	0	-0.02675	-0.027329	0.053519	-0.076139	-0.168159	-0.195956	-0.180824	0	-0.094708	-0.101239	-0.002891	0.076466	0.228784	0.300703	0.355446	0	0	0	0	0	0	0	0
YOR122C || PFY1	0	-0.072053	-0.10611	-0.026386	-0.167034	-0.133392	-0.182927	-0.217853	0	0.035281	0.095599	0.078806	-0.028764	-0.141482	-0.045967	-0.028435	0	0.053816	-0.031912	0.830426	-0.061524	0.029059	0.134016	0.160818	0	-0.10829	-0.095143	-0.121301	-0.164762	-0.100928	-0.126107	-0.169505	0	0.025604	0.051247	0.012726	0.062903	0.139559	0.215305	0.309935	0	0	0	0	0	0	0	0
YPR098C || YPR098C	0	-0.236198	-0.216494	-0.084664	-0.255139	-0.173224	-0.190197	-0.379802	0	-0.062891	0.152533	0.170789	0.220848	-0.023827	0.088662	-0.084478	0	0.000598	-0.094717	0.51914	0.170659	0.221708	0.33351	0.196333	0	-0.189399	-0.125429	-0.291712	-0.185294	-0.059467	-0.074175	-0.166181	0	-0.012729	-0.15303	-0.049135	0.092025	0.246774	0.289669	0.368836	0	0	0	0	0	0	0	0
YJR019C || TES1	0	-0.023273	0.131138	0.067654	0.047478	-0.05267	-0.134635	-0.315477	0	0.048645	0.123255	0.083046	-0.063755	-0.088176	-0.126872	-0.271934	0	0.119196	0.071605	0.720909	0.130221	0.294224	0.293592	0.219131	0	0.05136	0.120043	0.003266	-0.141078	-0.204849	-0.256051	-0.392913	0	0.008377	-0.026551	0.121653	0.186757	0.256629	0.265711	0.394226	0	0	0	0	0	0	0	0
YLR350W || ORM2	0	0.082138	0.07132	0.225436	0.124115	-0.053806	-0.170493	-0.304581	0	0.08377	0.070837	0.056301	-0.028603	-0.195212	-0.255286	-0.248902	0	-0.037702	-0.123706	0.637942	0.069177	0.048545	0.248144	0.274521	0	0.021434	-0.051163	-0.101409	-0.181885	-0.22563	-0.186065	-0.22619	0	0.001513	0.065113	0.131537	0.269101	0.329333	0.403428	0.487353	0	0	0	0	0	0	0	0
YDR513W || GRX2	0	0.162194	0.017966	0.142903	0.126758	0.08605	-0.072213	-0.170026	0	0.021818	0.084411	0.008149	-0.031427	-0.057439	-0.049087	-0.038594	0	-0.090902	-0.120956	0.559678	-0.029415	-0.000444	0.065181	0.012694	0	-0.026376	0.059888	-0.066129	-0.150651	-0.130313	-0.049892	-0.068978	0	0.023745	0.032337	0.103099	0.184453	0.222133	0.203783	0.062114	0	0	0	0	0	0	0	0
YDL219W || DTD1	0	0.047824	0.001672	0.223091	0.03194	-0.004596	-0.104554	-0.239181	0	-0.064005	0.062575	0.247033	0.219323	0.063643	0.145059	0.036064	0	-0.22132	-0.127963	0.255843	0.241961	0.391561	0.507015	0.579183	0	-0.259373	-0.046274	-0.16108	-0.238925	-0.014598	0.063684	-0.124207	0	0.107198	0.213929	0.303486	0.416186	0.401824	0.378789	0.231619	0	0	0	0	0	0	0	0
YPL087W || YDC1	0	-0.022727	0.111897	0.115798	0.003247	0.002657	0.023376	-0.075622	0	-0.152659	0.085766	0.150644	0.103616	-0.005929	-0.039491	-0.17674	0	0.058972	0.0892	0.596534	0.254672	0.277412	0.253336	0.242862	0	-0.213567	-0.045338	-0.160299	-0.136464	0.041929	-0.060842	-0.0912	0	0.192275	0.11099	0.279797	0.380334	0.460344	0.435951	0.392802	0	0	0	0	0	0	0	0
YGL057C || GEP7	0	0.067054	0.138007	0.022454	0.039429	-0.101975	-0.161113	-0.139449	0	-0.038577	0.032979	0.150103	-0.035808	-0.043818	-0.023903	0.130891	0	0.113313	0.250591	0.587862	0.204813	0.199409	0.254631	0.161076	0	0.065007	0.128953	0.038035	-0.085714	0.059185	0.091127	-0.087618	0	0.105747	0.190003	0.238088	0.185146	0.3409	0.352951	0.497551	0	0	0	0	0	0	0	0
YKL100C || YKL100C	0	-0.109263	-0.004468	0.079634	-0.000415	-0.052166	-0.114808	-0.198223	0	-0.035113	-0.06937	-0.043548	-0.071202	-0.206672	-0.229917	-0.38526	0	0.025718	-0.066801	0.262063	0.1961	0.21465	0.10768	0.072394	0	-0.071439	-0.078147	-0.025312	-0.005331	-0.048286	-0.069721	-0.085413	0	0.031546	-0.06933	0.104182	0.318389	0.43524	0.383947	0.355049	0	0	0	0	0	0	0	0
YGL157W || ARI1	0	0.105678	0.162659	0.214936	0.28291	-0.037394	-0.274675	-0.27168	0	-0.19017	-0.104815	0.091544	0.105992	-0.110156	-0.362804	-0.444427	0	-0.048513	0.0424	0.596165	0.856363	0.561465	0.625226	0.474698	0	-0.023138	0.040599	0.041424	0.26388	0.086617	0.142619	-0.097129	0	0.083828	0.050312	0.605485	0.663123	0.734111	0.597488	0.440309	0	0	0	0	0	0	0	0
YLR252W || YLR252W	0	0.095069	0.259382	0.147463	0.004221	-0.166188	-0.194546	-0.17679	0	-0.152177	0.057349	0.057128	0.022804	0.064072	0.014631	-0.105283	0	0.029932	0.076182	0.25024	0.371244	0.33525	0.223579	0.189298	0	0.065892	0.193467	-0.011625	-0.081685	-0.052265	-0.189063	-0.254683	0	0.083294	0.055914	0.164911	0.331243	0.240075	0.094938	-0.162109	0	0	0	0	0	0	0	0
YLR251W || SYM1	0	0.176016	0.346178	0.316711	0.117302	-0.125125	-0.238756	-0.327135	0	-0.186129	0.069903	0.133282	0.017236	0.012661	-0.073014	-0.310846	0	-0.046412	0.034773	0.57881	0.460798	0.409854	0.364904	0.198213	0	0.00241	0.17596	-0.020759	-0.105574	-0.019604	-0.181413	-0.304227	0	0.165865	0.136316	0.311778	0.544962	0.510705	0.347565	0.180037	0	0	0	0	0	0	0	0
YNL217W || YNL217W	0	-0.126453	-0.095936	-0.038536	0.049005	0.081502	0.154227	0.092131	0	-0.098656	-0.03421	-0.061904	-0.073356	-0.063053	-0.026028	-0.181105	0	0.005737	0.024158	0.176478	0.132522	0.303044	0.345789	0.366466	0	-0.136372	-0.123345	-0.07118	-0.050921	-0.027811	-0.071538	-0.084447	0	-0.027785	-0.048402	-0.003522	0.090495	0.204931	0.298949	0.310654	0	0	0	0	0	0	0	0
YLL057C || JLP1	0	-0.044539	-0.095706	-0.267177	-0.402371	-0.434642	-0.156549	-0.54659	0	0.167978	0.162118	0.291937	0.085298	-0.146106	-0.325176	-1.265326	0	0.01557	0.028086	0.284945	2.318692	2.812338	2.853955	2.913096	0	0.122016	-0.039776	0.086949	0.060745	0.133697	-0.050419	-0.508066	0	-0.123016	-0.296884	-0.394472	0.306367	1.564533	2.120575	2.26274	0	0	0	0	0	0	0	0
YGR087C || PDC6	0	0.123986	0.072286	0.089268	0.581857	0.734292	0.191531	-0.499608	0	0.130246	0.078959	0.145993	0.046567	-0.019019	-0.221835	-0.490702	0	0.037726	0.068776	1.456052	3.603573	3.948547	3.99332	3.897743	0	-0.045914	-0.015845	-0.010926	-0.06817	-0.087553	-0.465878	-0.988396	0	-0.038881	-0.077599	0.035134	1.540395	3.359145	5.17208	6.078318	0	0	0	0	0	0	0	0
YLL058W || YLL058W	0	0.058532	0.23745	0.342905	0.921353	0.385606	-0.299452	-0.623426	0	0.055405	0.026744	-0.002812	-0.301109	-0.338968	-0.456548	-0.697147	0	0.297802	0.307518	0.568708	1.11489	1.254994	1.197865	1.120147	0	0.117449	0.137682	0.071855	0.042743	-0.046987	-0.259922	-0.407435	0	0.05835	0.090921	0.207607	0.193177	0.800394	1.253707	1.291564	0	0	0	0	0	0	0	0
YDR253C || MET32	0	-0.308135	-0.243976	1.564317	1.314134	0.281595	-0.438629	-1.272224	0	-0.156793	-0.154356	-0.025005	-0.073887	-0.181291	-0.149439	-0.354175	0	1.168864	3.076471	5.305483	5.069113	5.223877	5.370756	5.287808	0	-0.281964	-0.322774	-0.180829	-0.270621	-0.417307	-0.68332	-0.963016	0	-0.069122	-0.330497	1.153806	2.650724	3.302555	3.535134	3.976362	0	0	0	0	0	0	0	0
YLR121C || YPS3	0	-0.051268	0.02245	0.104844	0.161981	0.239173	0.049146	-0.222758	0	0.0182	-0.094476	-0.076685	0.017368	0.08605	0.146361	0.082366	0	0.084708	0.060569	0.300188	0.3548	0.444653	0.457272	0.458127	0	0.044551	-0.047152	-0.107928	-0.088529	-0.098316	-0.095637	-0.203272	0	-0.073391	-0.084444	0.067145	0.312022	0.35471	0.307475	0.392556	0	0	0	0	0	0	0	0
YDR223W || CRF1	0	-0.021651	0.317766	0.33347	0.904935	0.912123	0.629264	0.847626	0	0.453471	0.671768	0.63113	0.253912	-0.007749	-0.162351	-0.292015	0	-0.178379	-0.042576	0.183656	0.936135	1.193124	1.436385	1.637565	0	0.0578	0.243094	0.143001	0.275089	0.365927	0.078485	0.180179	0	0.00981	0.019027	-0.009968	0.263412	0.497518	1.378374	2.151248	0	0	0	0	0	0	0	0
YIL166C || YIL166C	0	0.00177	0.105518	0.372935	1.215697	1.373415	0.783177	0.547418	0	0.382278	0.331398	0.240562	-0.422755	-1.064015	-1.569082	-2.48268	0	-0.152086	-0.1012	-0.031318	1.289928	1.818575	2.19541	2.580582	0	-0.093534	-0.166535	0.124557	0.985312	1.151677	0.887322	0.889423	0	0.056445	-0.007979	0.115512	0.377709	1.345196	2.63732	3.637695	0	0	0	0	0	0	0	0
YBR294W || SUL1	0	0.005206	-0.133209	1.701382	2.963475	2.428132	1.355769	0.636208	0	0.144647	-0.073094	-0.122573	-0.295864	-0.388765	-0.591767	-0.825003	0	0.109403	-0.005234	0.663647	1.281444	1.254596	1.297057	1.50781	0	0.192307	0.019367	0.465184	1.280453	0.85693	0.771792	0.583586	0	0.022581	0.140867	0.204181	2.242592	4.128224	4.933603	5.539335	0	0	0	0	0	0	0	0
YGL127C || SOH1	0	-0.025922	-0.009664	0.149818	0.778402	0.560928	0.127653	0.047317	0	-0.028626	-0.07562	-0.065954	-0.070849	-0.054644	-0.15413	-0.210134	0	-0.10277	-0.130074	0.418084	0.515771	0.70903	0.71519	0.701741	0	0.129158	0.11955	-0.055759	0.090861	0.15953	0.163768	-0.088615	0	-0.082714	-0.044269	-0.065497	0.193962	0.773224	1.278565	1.587678	0	0	0	0	0	0	0	0
YDR111C || ALT2	0	0.067484	0.158556	0.038477	0.442905	0.406251	0.21807	0.345997	0	0.098287	0.129645	0.079214	0.003293	0.108337	-0.036198	-0.081093	0	0.15731	0.17468	-0.034876	0.267769	0.371118	0.439886	0.361875	0	0.132533	0.138997	-0.000264	0.065108	0.009372	0.014975	-0.057681	0	0.059165	-0.02497	0.086991	0.255211	0.528429	0.821407	0.981169	0	0	0	0	0	0	0	0
YNL195C || YNL195C	0	-0.290125	-0.16474	-0.113132	0.121455	0.121795	0.166207	0.144881	0	0.097399	0.104677	-0.008953	-0.068697	-0.208141	-0.239306	-0.47571	0	0.040665	0.150267	0.340817	0.253484	0.39756	0.454467	0.371524	0	-0.212374	-0.264613	-0.151602	-0.017222	-0.026921	0.082483	0.064257	0	0.055366	0.10955	0.201083	0.073776	0.06384	0.018067	0.214544	0	0	0	0	0	0	0	0
YDR345C || HXT3	0	-0.101993	-0.067635	-0.230356	-0.170652	0.299084	0.155964	0.35304	0	0.026945	0.07399	0.027128	-0.101481	-0.156693	-0.241607	-0.197906	0	0.239429	0.175637	0.971201	1.018984	1.013218	0.870045	0.927382	0	0.197429	0.274097	0.276902	0.300815	0.46299	0.320146	0.379934	0	-0.025826	-0.067278	0.519385	0.575554	0.409749	0.123708	0.486023	0	0	0	0	0	0	0	0
YMR046W-A || YMR046W-A	0	-0.022327	-0.022361	0.036724	0.061589	0.089594	-0.071985	-0.018625	0	-0.127882	0.029947	0.108619	-0.041292	-0.050206	0.107327	-0.134716	0	0.731033	0.371993	0.611978	0.630408	0.855898	0.627962	0.633558	0	0	0.003143	0	0	0.23543	0	0	0	0	0	0	0	0.023462	0	0.084938	0	0	0	0	0	0	0	0
YGL196W || DSD1	0	-0.064378	0.004843	0.032764	0.145289	0.073839	-0.047731	-0.015051	0	0.015948	-0.080934	0.088547	-0.054109	-0.056248	-0.11595	-0.13274	0	0.13376	0.072773	0.38728	0.266637	0.295717	0.305966	0.199288	0	0.041589	0.045926	0.127304	0.136164	0.099563	0.074686	-0.019546	0	-0.043021	-0.148109	0.019556	-0.004405	0.065156	-0.086387	-0.100691	0	0	0	0	0	0	0	0
YPR074C || TKL1	0	0.084352	0.227771	0.092317	0.226758	0.090947	0.088641	-0.139526	0	-0.102953	0.043741	0.083134	-0.046248	-0.079088	-0.221462	-0.305402	0	0.227378	0.237471	0.457454	0.260163	0.323302	0.294242	0.234043	0	0.43639	0.391602	0.32635	0.324942	0.098336	0.051016	-0.136544	0	0.008181	0.029848	0.133456	0.036556	0.109676	0.154669	0.405765	0	0	0	0	0	0	0	0
YDR297W || SUR2	0	0.087431	0.045047	0.032847	0.068312	0.208045	0.190677	0.174038	0	-0.024348	-0.017363	-0.178172	-0.197942	-0.126825	-0.128903	-0.150109	0	0.237767	0.165999	0.414879	0.118693	0.170806	0.097949	0.140522	0	0.14214	0.108584	0.02039	-0.057511	-0.028132	-0.012188	-0.09532	0	-0.032343	-0.03833	-0.039273	-0.038179	0.060496	0.115857	0.252057	0	0	0	0	0	0	0	0
YNL087W || TCB2	0	0.148266	0.127873	-0.034874	-0.058948	0.092749	0.120232	0.240405	0	0.078759	0.028976	-0.049666	-0.09067	-0.13282	-0.102506	-0.119687	0	-0.124416	-0.074919	-0.267606	-0.118241	-0.084522	-0.091254	-0.090423	0	0.122955	0.135815	0.079064	0.017828	-0.00231	0.017979	0.014299	0	0.016959	0.040286	-0.102009	-0.004917	0.023908	0.154877	0.190208	0	0	0	0	0	0	0	0
YPL223C || GRE1	0	0.09086	-0.042366	-0.140558	0.488909	1.01955	0.674981	0.595098	0	0.186537	0.208668	-0.148874	0.140767	0.120265	0.134718	0.081693	0	0.012338	-0.023516	-0.156104	-0.131233	-0.264884	-0.428299	-0.508197	0	0.187802	0.094407	-0.075032	0.033936	0.12827	0.225797	-0.024855	0	-0.014414	-0.092344	-0.137488	-0.068147	-0.106755	0.491875	2.053941	0	0	0	0	0	0	0	0
YBR244W || GPX2	0	0.059095	0.024117	0.160856	0.21185	0.365405	0.201402	0.081256	0	-0.325263	-0.157049	0.112186	0.007161	-0.136108	-0.024594	-0.045127	0	-0.398063	-0.215976	0.217471	0.028597	0.084038	0.252669	0.208177	0	-0.22177	-0.157587	-0.223917	-0.32143	-0.052562	-0.050977	-0.222286	0	0.14513	0.181258	0.40912	0.386074	0.405515	0.447118	0.513983	0	0	0	0	0	0	0	0
YOL143C || RIB4	0	0.047562	-0.085489	0.084483	0.118028	0.085809	-0.058818	-0.013937	0	-0.033878	0.111842	0.054684	0.077989	-0.023627	0.022237	0.054529	0	-0.241589	-0.249764	0.123478	-0.077734	-0.093272	0.066346	-0.037506	0	-0.155651	-0.114339	-0.165902	-0.104245	-0.035799	0.046352	-0.033331	0	-0.015241	0.046207	0.029568	0.252037	0.209134	0.29153	0.214715	0	0	0	0	0	0	0	0
YML018C || YML018C	0	-0.021694	0.071086	0.972229	0.715156	0.342057	-0.026478	-0.154848	0	-0.050516	-0.159165	-0.158928	-0.140084	-0.145353	-0.123343	-0.132505	0	0.189289	0.109864	0.070129	-0.215858	-0.261134	-0.336786	-0.338528	0	-0.022946	-0.000985	0.382956	0.476981	0.409226	0.34307	0.25953	0	-0.105082	-0.128765	-0.083212	0.097211	0.597057	0.769041	1.009845	0	0	0	0	0	0	0	0
YJR139C || HOM6	0	-0.025292	-0.04063	0.441992	0.616215	0.951208	0.406959	-0.232122	0	0.016828	0.027216	-0.011293	0.026696	-0.062803	-0.013578	-0.00155	0	0.000271	-0.019403	0.466564	0.102552	0.012525	-0.067968	-0.090519	0	-0.112485	0.006385	-0.079402	0.339255	0.579724	0.47726	0.310792	0	0.070566	0.041253	0.144375	0.328257	0.729874	0.987512	1.352293	0	0	0	0	0	0	0	0
YEL072W || RMD6	0	0.108796	0.179716	1.57986	1.494965	0.790696	0.134758	-0.271301	0	-0.024495	-0.041309	0.210837	0.199478	0.175342	0.123913	0.061923	0	-0.067391	0.119737	0.284157	0.131556	0.000828	-0.08218	-0.273181	0	-0.164297	-0.035508	0.857326	1.147777	1.063543	0.953463	0.757673	0	0.109423	0.110348	0.62968	1.634264	2.177255	2.326977	2.3825	0	0	0	0	0	0	0	0
YJR137C || MET5	0	0.025061	0.08238	3.118109	3.623463	2.005695	1.015414	0.124289	0	0.06496	-0.042726	0.411198	0.241313	0.360723	0.243886	0.372707	0	0.171606	0.260733	0.134985	0.498303	0.132346	-0.156499	-0.238106	0	0.170207	0.167587	1.615745	2.552989	2.254127	2.05644	1.682923	0	0.0211	0.064982	1.296141	3.414972	3.997443	4.039064	4.155343	0	0	0	0	0	0	0	0
YKL001C || MET14	0	0.098697	0.034329	3.829236	3.831129	2.797297	1.559375	0.539187	0	0.286002	0.309021	0.403374	0.288157	0.412063	0.397936	0.486788	0	-0.151237	-0.066934	0.214696	0.003396	-0.155889	-0.19979	-0.457072	0	-0.083966	0.040543	1.301764	1.912603	1.831051	1.589681	1.254537	0	0.06283	-0.028605	1.569061	3.518163	4.228101	4.523134	4.688329	0	0	0	0	0	0	0	0
YGR154C || GTO1	0	-0.198024	-0.163908	1.05731	2.010383	1.306169	0.549195	-0.08902	0	-0.016503	-0.028264	0.073154	0.142774	0.258886	0.242505	0.321479	0	0.018056	-0.011885	-0.172115	-0.084936	-0.15051	-0.189389	-0.330973	0	-0.078941	-0.083632	0.291264	1.017225	0.847366	0.65331	0.415656	0	-0.001994	-0.107191	0.11985	0.858847	1.380013	1.598021	1.722867	0	0	0	0	0	0	0	0
YKR069W || MET1	0	-0.105533	-0.031926	2.689994	2.227852	1.449601	0.692456	0.139725	0	-0.08957	-0.033323	0.059868	0.302374	0.357095	0.460576	0.535185	0	-0.117069	-0.161118	-0.514919	-0.388172	-0.7105	-0.833389	-0.922775	0	-0.019496	0.027904	1.21813	1.683068	1.507123	1.363158	1.156407	0	0.049425	0.103342	0.429751	1.581071	1.996446	2.358879	2.453271	0	0	0	0	0	0	0	0
YBR213W || MET8	0	0.029717	0.097016	3.102746	3.102329	2.252483	1.739766	1.380996	0	-0.038206	-0.209222	-0.003918	-0.009846	0.13709	0.104753	0.28767	0	-0.041208	-0.122904	-0.581781	-0.610438	-0.803165	-0.854444	-1.013202	0	0.20466	0.199447	1.450055	1.837902	1.512844	1.460971	1.293366	0	0.015174	-0.011157	0.50241	1.534699	2.177611	2.426988	2.623627	0	0	0	0	0	0	0	0
YHR112C || YHR112C	0	0.24932	0.268779	1.089932	2.100637	1.541846	0.758598	0.247397	0	0.194773	0.099131	0.274431	0.119506	0.091668	0.025025	0.048395	0	-0.009129	0.105579	0.459822	0.400347	0.407083	0.457232	0.453446	0	0.09159	0.161412	0.571614	0.901971	0.771978	0.811116	0.56328	0	0.086262	0.087199	0.330711	0.742435	1.361941	1.769942	2.184366	0	0	0	0	0	0	0	0
YHR176W || FMO1	0	0.045225	0.162871	2.487942	4.204189	3.415459	2.480413	1.900574	0	0.027034	-0.158052	-0.053804	-0.09994	-0.264435	-0.42482	-0.479467	0	-0.133207	0.034925	0.281014	0.980451	1.067541	1.042994	1.055189	0	-0.100546	0.177903	1.596571	2.808041	2.653735	2.440516	2.127228	0	-0.010111	0.042751	0.25271	1.650874	2.695748	3.279277	3.490255	0	0	0	0	0	0	0	0
